,train_return,test_return,sum
97,42.65808,54.776999999999994,1.004
4,42.62238000000001,54.77264,1.004
654,40.98117,54.76934,1.004
486,42.17224,54.76321,1.004
660,41.123990000000006,54.71714,1.004
906,41.68462,54.71308,1.004
900,42.42046,54.71292,1.004
84,42.4466,54.712529999999994,1.004
149,41.936080000000004,54.710840000000005,1.004
225,39.85948,54.70792999999999,1.0040000000000002
634,41.84778,54.70343999999999,1.004
363,40.84725,54.69246999999999,1.004
145,42.29415,54.65423,1.0040000000000002
984,40.60709,54.62273999999999,1.004
260,42.744,54.61574,1.004
256,41.0145,54.59944,1.004
442,42.67757,54.587630000000004,1.004
755,41.66184,54.58143999999999,1.004
989,41.81233,54.575779999999995,1.004
178,41.77645,54.55955,1.004
926,43.12887,54.55766,1.004
524,41.56542999999999,54.55112999999999,1.004
368,40.889399999999995,54.549890000000005,1.004
214,41.61601,54.51444,1.004
918,40.25483,54.51279,1.004
806,40.8214,54.50027,1.004
803,40.547869999999996,54.4996,1.004
704,41.77561,54.47572,1.004
352,40.9981,54.47521999999999,1.004
187,41.53841,54.44445,1.004
590,42.01566,54.43315,1.004
990,40.10461,54.40121,1.004
505,42.849729999999994,54.39613000000001,1.004
725,41.45519,54.3955,1.004
548,40.974509999999995,54.39174,1.0040000000000002
673,41.255660000000006,54.383669999999995,1.004
799,42.25148,54.37266999999999,1.004
163,41.11161,54.36841,1.004
807,40.768950000000004,54.35606,1.004
170,40.94358,54.350229999999996,1.004
365,41.283339999999995,54.33915,1.0040000000000002
891,42.054289999999995,54.33349,1.004
843,40.783370000000005,54.332530000000006,1.004
938,42.56146,54.321059999999996,1.004
956,42.9879,54.31535,1.004
570,40.94604,54.28594,1.004
357,40.87386000000001,54.2834,1.004
137,41.847319999999996,54.276149999999994,1.004
336,40.01677000000001,54.26875,1.004
36,44.446,54.25102,1.004
811,41.0984,54.24757,1.004
849,40.68711,54.225669999999994,1.004
672,40.476169999999996,54.22511,1.004
511,39.93543,54.21659999999999,1.0040000000000002
453,40.682610000000004,54.19755,1.004
916,40.82891000000001,54.193900000000006,1.004
173,40.80279,54.19172,1.004
823,42.44641,54.16212,1.004
133,42.47164,54.14999,1.004
701,41.24752000000001,54.14917,1.004
884,41.248810000000006,54.14353,1.004
19,40.388400000000004,54.14091,1.004
496,40.69642999999999,54.12617,1.004
224,41.644980000000004,54.12486,1.0040000000000002
465,40.00656,54.12008,1.004
682,41.28232,54.11461,1.004
72,41.701029999999996,54.11424999999999,1.004
96,41.19060999999999,54.112880000000004,1.0040000000000002
800,40.94346,54.10751,1.004
404,39.93981,54.081579999999995,1.004
451,40.62213,54.07267999999999,1.004
139,42.627660000000006,54.06649,1.004
869,41.868089999999995,54.06613,1.004
217,41.68675,54.06603,1.004
999,40.51482,54.056160000000006,1.004
105,39.59885,54.01443,1.004
47,42.06459000000001,53.9951,1.004
391,40.72431,53.99257999999999,1.004
562,41.08305,53.99007999999999,1.004
469,40.09597,53.95730999999999,1.004
35,41.57891,53.94327,1.004
821,40.1288,53.93986,1.004
545,41.75522,53.92694,1.004
247,41.239509999999996,53.88617,1.004
345,40.32842,53.875899999999994,1.004
698,41.17012,53.86543,1.004
393,40.7425,53.85366,1.004
667,40.102239999999995,53.853300000000004,1.004
74,41.72526,53.81959,1.004
541,40.75777,53.81908,1.004
797,40.86417,53.81022,1.004
381,43.01998,53.798289999999994,1.0040000000000002
437,41.43134,53.79392,1.004
718,40.56791,53.78938999999999,1.004
275,41.775040000000004,53.77896,1.004
219,42.40296000000001,53.76983,1.004
116,41.927859999999995,53.76336,1.004
942,41.5664,53.75972,1.004
413,40.38235,53.757369999999995,1.004
317,41.160210000000006,53.74535,1.004
24,41.185100000000006,53.74257,1.004
616,40.94561,53.742079999999994,1.004
677,42.94641,53.741200000000006,1.004
965,42.52455,53.69436999999999,1.004
238,41.161300000000004,53.69343,1.004
772,41.564710000000005,53.68852,1.004
196,41.033370000000005,53.666720000000005,1.004
687,41.15245,53.6581,1.0040000000000002
477,40.764340000000004,53.656929999999996,1.004
761,41.132999999999996,53.653099999999995,1.004
723,42.06681,53.64846,1.004
46,41.424949999999995,53.63544,1.004
937,40.943439999999995,53.63422,1.004
764,41.48082,53.62223999999999,1.004
992,41.61446,53.61701,1.004
689,39.94573,53.61635999999999,1.004
287,40.363479999999996,53.6075,1.004
844,40.326899999999995,53.57853,1.004
298,41.63404,53.55886,1.004
854,40.507130000000004,53.54951,1.0040000000000002
742,40.22982,53.54897999999999,1.004
881,40.50582,53.52996,1.004
494,40.17044,53.49532,1.004
65,42.10405,53.486909999999995,1.004
83,40.25594,53.48415,1.004
180,40.139759999999995,53.48016,1.004
814,42.04312,53.47289,1.004
879,40.590270000000004,53.4569,1.004
194,41.37972,53.44466,1.004
573,41.205780000000004,53.43732999999999,1.004
661,40.57131,53.43369,1.004
518,40.853229999999996,53.40975,1.004
349,41.32311,53.40807999999999,1.004
129,41.3658,53.40692,1.004
619,41.39702,53.40234000000001,1.004
259,42.70233,53.392759999999996,1.004
397,41.131750000000004,53.38926000000001,1.004
428,40.886030000000005,53.38858999999999,1.0040000000000002
111,40.25913,53.3835,1.004
32,41.451170000000005,53.378280000000004,1.004
630,40.62656,53.37527,1.004
480,41.40881,53.35142999999999,1.004
420,40.91278,53.34853,1.004
963,40.763000000000005,53.32903999999999,1.004
460,41.13848,53.308409999999995,1.004
513,40.21326,53.3066,1.004
589,40.714150000000004,53.30082999999999,1.004
126,41.5791,53.29827,1.004
507,40.81557000000001,53.2971,1.004
846,41.16438,53.296949999999995,1.004
705,42.8968,53.29373,1.004
270,39.64339,53.28881,1.004
558,40.28438,53.27105,1.004
940,41.044619999999995,53.27012,1.004
471,40.06151,53.26999,1.004
580,39.98791000000001,53.26065,1.004
216,41.26938,53.25607,1.004
696,41.97471,53.25593,1.004
564,39.86543,53.25373999999999,1.004
262,41.04202,53.25151,1.004
816,41.43105,53.24454,1.004
858,40.44553,53.23133,1.004
176,42.27498,53.21985999999999,1.004
417,41.05871,53.201049999999995,1.004
517,40.236670000000004,53.19926,1.004
675,40.754839999999994,53.196619999999996,1.004
258,41.255790000000005,53.18720999999999,1.004
974,41.6755,53.17721999999999,1.004
434,40.67959,53.10667,1.004
70,40.551730000000006,53.10374,1.004
978,40.594350000000006,53.08806,1.0040000000000002
804,39.6385,53.08502,1.004
504,39.8266,53.076899999999995,1.004
895,41.447970000000005,53.0583,1.004
699,41.4645,53.048199999999994,1.004
138,42.14048,53.04236,1.004
731,40.70755,53.041439999999994,1.004
591,43.432779999999994,53.03466,1.004
491,41.08772,53.03179,1.004
490,40.49978,52.99888,1.0040000000000002
859,41.36279,52.99680000000001,1.004
63,41.34979,52.97817,1.004
353,40.28946,52.94964,1.004
927,40.24850000000001,52.94669,1.004
291,40.39381,52.9368,1.004
910,40.526619999999994,52.93499,1.004
86,42.51835,52.92836,1.004
585,40.88872,52.90853,1.004
426,40.74783,52.901970000000006,1.004
787,42.97234,52.89472000000001,1.004
92,41.57279,52.87419999999999,1.004
782,39.769180000000006,52.870689999999996,1.004
193,42.828959999999995,52.86344,1.004
831,41.18605,52.84890999999999,1.004
42,41.07928,52.84285,1.004
387,41.915040000000005,52.83974,1.0040000000000002
620,41.96598,52.83167999999999,1.004
886,40.43591000000001,52.82749,1.004
953,40.52134,52.82659,1.004
59,39.89879,52.8206,1.004
355,40.12755,52.81181,1.004
508,40.493840000000006,52.80811,1.004
995,40.61526,52.807370000000006,1.004
860,40.55095,52.79405,1.004
82,41.08023,52.785399999999996,1.004
279,41.87696,52.77810000000001,1.004
751,40.457840000000004,52.77148,1.004
394,41.49284,52.758329999999994,1.004
877,40.943690000000004,52.7242,1.004
455,41.387910000000005,52.7117,1.004
37,40.27814,52.71166,1.004
928,40.415139999999994,52.705119999999994,1.004
22,39.83217,52.696749999999994,1.004
25,41.35378,52.68321999999999,1.0040000000000002
220,40.48204,52.681059999999995,1.0040000000000002
702,41.180049999999994,52.668009999999995,1.004
301,40.61038,52.65607,1.004
50,40.84323,52.64556,1.004
227,40.41753,52.612379999999995,1.004
882,40.998270000000005,52.59646000000001,1.004
415,41.55418,52.58909,1.004
720,41.621520000000004,52.58376,1.004
945,40.60436,52.582209999999996,1.004
980,40.43843,52.58185,1.004
148,42.82661,52.58018,1.004
30,40.0852,52.57818,1.004
861,40.383469999999996,52.56908,1.004
76,42.000299999999996,52.56139999999999,1.004
190,40.67852,52.54269,1.004
557,40.52972,52.537800000000004,1.004
188,41.22914,52.528400000000005,1.004
315,39.51842,52.51432,1.0040000000000002
456,40.671549999999996,52.4905,1.004
712,40.94855,52.48199,1.004
572,40.799490000000006,52.470909999999996,1.0040000000000002
497,40.414860000000004,52.46509999999999,1.004
354,40.08005,52.46451999999999,1.004
240,41.44077,52.4627,1.004
321,41.445240000000005,52.45716,1.004
914,39.89013,52.444140000000004,1.004
305,40.61171,52.43907000000001,1.004
752,39.3144,52.41923,1.004
822,40.77073,52.39984,1.004
912,39.15696,52.39784999999999,1.004
322,41.23428,52.39565999999999,1.004
522,40.5544,52.38508,1.004
297,41.547889999999995,52.380849999999995,1.004
78,40.64993,52.377629999999996,1.004
781,40.687560000000005,52.3768,1.004
935,40.10277,52.37317,1.004
0,41.36806,52.369060000000005,1.004
532,40.40827,52.32312999999999,1.004
883,40.97705,52.31170999999999,1.004
961,39.672560000000004,52.309850000000004,1.004
967,40.715270000000004,52.30462,1.004
11,40.08228,52.29866,1.004
534,40.49646,52.296620000000004,1.004
873,40.18781,52.29601,1.004
235,41.48889,52.277609999999996,1.004
6,40.30661,52.27318,1.004
845,41.735350000000004,52.271699999999996,1.0040000000000002
461,40.75947,52.26837,1.004
768,40.82895,52.2649,1.004
792,41.065780000000004,52.2522,1.004
127,40.95516000000001,52.24643999999999,1.004
777,41.265069999999994,52.24121,1.004
905,41.580259999999996,52.228519999999996,1.004
362,40.60793,52.21315,1.004
254,40.26997,52.20748999999999,1.004
468,41.09207000000001,52.18908999999999,1.004
636,40.24383,52.184200000000004,1.004
103,40.34086,52.16836,1.004
295,40.30826999999999,52.161069999999995,1.004
848,39.792770000000004,52.15071,1.004
607,39.809929999999994,52.122,1.004
316,39.36492,52.11665,1.004
162,40.08068,52.09594,1.004
917,41.16043,52.09467,1.004
576,40.992540000000005,52.08179,1.004
459,41.49928,52.07687,1.004
488,40.50278,52.073899999999995,1.004
172,41.226079999999996,52.06613,1.004
171,41.011340000000004,52.040679999999995,1.004
785,41.08848,52.03875,1.004
302,40.23156,52.02662,1.004
52,41.11915,52.025909999999996,1.004
441,40.95751,51.97726,1.004
371,42.03239,51.97026000000001,1.004
207,41.475139999999996,51.96764,1.004
537,40.74228000000001,51.951899999999995,1.004
793,40.175070000000005,51.94377999999999,1.004
600,40.622389999999996,51.93281999999999,1.004
820,41.889959999999995,51.92044,1.004
828,41.28197,51.92044,1.004
7,39.47803999999999,51.912769999999995,1.004
28,39.906349999999996,51.90826,1.004
959,42.01971,51.89926,1.004
390,40.65389999999999,51.882799999999996,1.004
12,41.81283,51.8699,1.004
763,41.7044,51.86676,1.004
470,41.53028,51.85799,1.004
554,39.84414,51.85643,1.004
694,40.289950000000005,51.853790000000004,1.004
407,41.55608,51.846509999999995,1.004
639,39.14676,51.80945,1.004
400,39.56012,51.79038,1.004
110,39.095740000000006,51.780879999999996,1.004
160,39.88477,51.75013,1.004
617,40.6095,51.72896,1.004
936,40.61292,51.72617,1.004
921,40.32501,51.7044,1.004
201,41.47232,51.703070000000004,1.004
666,39.05764,51.69719,1.0040000000000002
164,39.87822,51.665099999999995,1.004
779,40.300079999999994,51.65985,1.004
192,40.92411,51.64107,1.004
95,40.75341,51.62614,1.004
122,40.96661,51.62501999999999,1.004
825,41.28551,51.60443,1.004
300,41.877030000000005,51.57979,1.004
251,40.23928000000001,51.560010000000005,1.004
250,40.75281,51.55139,1.004
648,40.35473,51.54306,1.004
857,39.4589,51.5291,1.004
410,40.87698,51.52337999999999,1.004
55,41.34882,51.49209999999999,1.004
463,40.71075999999999,51.46998,1.004
136,39.84344,51.46949,1.004
14,39.55782000000001,51.466899999999995,1.004
277,39.92001,51.466449999999995,1.004
894,40.65045,51.465329999999994,1.004
85,39.918110000000006,51.45317,1.004
383,40.597719999999995,51.44793,1.004
902,40.84606000000001,51.436749999999996,1.004
515,41.47921,51.38428999999999,1.004
710,41.65427,51.35877,1.004
561,40.881150000000005,51.35031999999999,1.004
805,40.53641999999999,51.34202,1.004
114,41.05166,51.32233,1.004
246,40.097899999999996,51.29219,1.004
39,41.95775999999999,51.27984,1.004
128,40.38126,51.27739,1.004
584,40.36574,51.274,1.004
146,41.35873000000001,51.24416,1.004
587,41.34114,51.23069,1.0040000000000002
757,39.84275,51.23062,1.0040000000000002
361,41.28396,51.2255,1.004
429,42.24576,51.212149999999994,1.0040000000000002
714,41.98697,51.19026,1.004
540,40.209689999999995,51.185469999999995,1.004
691,40.014970000000005,51.176860000000005,1.004
91,40.46546,51.15469999999999,1.004
369,40.01203,51.13511,1.004
730,40.030730000000005,51.12935,1.004
48,40.28598000000001,51.12788,1.004
756,40.266200000000005,51.12224,1.004
866,39.86338,51.11887,1.004
409,41.83152,51.09923,1.004
106,40.21768,51.09373000000001,1.004
244,40.16575,51.09331,1.004
255,40.10789,51.084469999999996,1.004
130,40.30409,51.08363,1.004
638,39.6436,51.079930000000004,1.004
67,41.10624,51.07835,1.0040000000000002
547,40.097840000000005,51.07175000000001,1.004
23,40.33224,51.056070000000005,1.004
198,39.74105,51.05596,1.004
863,40.36822,51.0535,1.004
243,41.143609999999995,51.04278,1.004
975,40.80361,51.03873,1.004
771,40.047399999999996,50.987759999999994,1.004
521,40.010999999999996,50.986,1.004
158,39.68511,50.978120000000004,1.004
473,39.402820000000006,50.96191,1.004
642,41.40895,50.95904,1.004
528,39.24671,50.95156999999999,1.004
309,41.10527,50.913650000000004,1.004
366,40.09276,50.90301000000001,1.004
922,39.48492,50.88847,1.004
770,40.28928,50.88267999999999,1.004
311,40.74438,50.878989999999995,1.004
555,40.20834000000001,50.86287,1.004
506,40.37111,50.85767,1.004
276,40.222429999999996,50.854389999999995,1.004
385,39.73611,50.82427,1.004
421,40.20861,50.81806,1.004
135,39.577569999999994,50.81798,1.004
571,40.376329999999996,50.801829999999995,1.004
89,39.20725999999999,50.80028,1.004
659,40.5989,50.797959999999996,1.004
335,41.446459999999995,50.7564,1.004
503,40.438019999999995,50.74891,1.004
567,39.3377,50.70125,1.004
853,38.76025,50.699929999999995,1.004
997,39.9179,50.685790000000004,1.004
923,40.39672,50.67425,1.004
45,39.080850000000005,50.67347,1.004
268,38.86121,50.61672999999999,1.004
423,41.22103,50.591179999999994,1.004
931,41.182550000000006,50.578140000000005,1.004
329,39.55371,50.57253999999999,1.004
153,39.96755,50.56049,1.004
678,40.939339999999994,50.55051999999999,1.004
237,39.87169,50.536410000000004,1.004
993,39.254000000000005,50.51535,1.004
399,40.496520000000004,50.50712,1.004
851,41.13502,50.49342,1.004
57,40.1948,50.47368,1.004
38,40.92371,50.45414,1.004
487,39.98853,50.44383,1.004
444,42.40828,50.41472,1.0040000000000002
433,41.21804,50.39975,1.004
5,39.58776,50.381339999999994,1.004
954,39.5259,50.37913999999999,1.004
343,41.16102,50.352149999999995,1.004
483,41.16042,50.334430000000005,1.004
523,41.427350000000004,50.325599999999994,1.004
411,42.01513,50.32073,1.004
775,40.829179999999994,50.31455,1.004
818,39.37429,50.31143,1.004
939,40.10676,50.3056,1.004
435,40.2554,50.28350999999999,1.004
643,41.12325,50.279399999999995,1.004
669,39.167919999999995,50.27203,1.004
829,40.260870000000004,50.26176,1.004
132,41.10167,50.25756,1.004
688,39.61125,50.20455,1.004
835,40.612019999999994,50.18503,1.004
972,41.672830000000005,50.17456,1.004
310,39.42731,50.16183,1.004
650,40.71634,50.144749999999995,1.004
676,39.905370000000005,50.13056,1.004
492,41.36501,50.11755999999999,1.004
841,41.437380000000005,50.07449,1.004
533,41.07858,50.06837,1.004
951,39.64187,50.01957,1.004
498,40.77680000000001,50.011790000000005,1.004
253,40.52515,49.98451,1.004
795,40.20587,49.9663,1.004
481,39.392250000000004,49.948829999999994,1.004
610,40.69991,49.91307,1.004
649,39.74371,49.90142,1.004
964,39.2281,49.88774,1.0040000000000002
337,40.24686,49.88673000000001,1.004
809,39.434129999999996,49.85237,1.004
380,40.75439,49.82791,1.0040000000000002
233,39.81217,49.81967,1.004
832,39.15738,49.81135999999999,1.004
949,38.64381,49.808580000000006,1.004
899,41.165589999999995,49.779050000000005,1.004
43,40.06989,49.76369,1.004
395,40.59025,49.75968999999999,1.004
996,41.989329999999995,49.722649999999994,1.004
629,40.19557999999999,49.71039,1.004
166,39.65016,49.653369999999995,1.004
159,40.75964999999999,49.62815,1.004
438,39.56134,49.6012,1.004
283,41.062870000000004,49.58919999999999,1.004
212,39.627309999999994,49.56071,1.004
479,40.12503,49.53885,1.004
746,41.00923,49.500249999999994,1.004
716,40.44448,49.48157,1.0040000000000002
856,38.57289,49.46383,1.004
10,39.528729999999996,49.42379,1.004
378,38.70821,49.38793999999999,1.004
342,40.28456,49.358549999999994,1.004
177,39.58502,49.34938999999999,1.004
350,39.759429999999995,49.22131,1.004
930,40.34323,49.21404,1.004
539,41.16664,49.093149999999994,1.004
568,41.286809999999996,49.08389999999999,1.004
21,38.71233,49.08258,1.004
312,41.13388,49.0484,1.004
186,40.84362,48.9982,1.004
744,40.20886,48.98845,1.004
791,39.81827,48.98228,1.004
330,39.8662,48.91183000000001,1.004
680,39.88847,48.86143,1.004
452,40.77367,48.78492,1.004
125,39.696740000000005,48.74955,1.004
802,39.21254999999999,48.71212,1.004
664,38.76813,48.702329999999996,1.0040000000000002
626,41.31588000000001,48.646429999999995,1.004
351,40.82727,48.64475,1.004
478,39.52077,48.61264,1.004
788,40.62659,48.56998,1.0040000000000002
994,40.76726000000001,48.45556,1.0040000000000002
721,40.37521,48.44999,1.004
124,40.565690000000004,48.42198,1.004
703,38.05482,48.3406,1.004
314,40.4096,48.27315999999999,1.004
929,39.88338,48.21970999999999,1.004
464,38.56198,48.19491,1.004
319,39.844,48.067679999999996,1.0040000000000002
294,39.59688,47.94867000000001,1.004
981,40.468180000000004,47.92637,1.004
296,40.876450000000006,47.56461,1.0040000000000002
595,39.595259999999996,47.50174,1.004
774,39.82731,47.04885,1.004
773,39.523669999999996,47.03547,1.004
9,39.18502,46.605909999999994,1.004
